col1,col2,cond
english_english313_D_lowpass.wav,english_english464_D_lowpass.wav,cond1
english_english313_D_lowpass.wav,english_english466_D_lowpass.wav,cond1
english_english313_D_lowpass.wav,english_english467_D_lowpass.wav,cond1
english_english313_D_lowpass.wav,english_english468_D_lowpass.wav,cond1
english_english313_D_lowpass.wav,english_english469_D_lowpass.wav,cond1
english_english313_D_lowpass.wav,english_english5_D_lowpass.wav,cond1
english_english313_D_lowpass.wav,english_english6_D_lowpass.wav,cond1
english_english313_D_lowpass.wav,english_english7_D_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english325_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english455_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english457_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english458_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english459_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english461_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english462_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english463_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english464_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english466_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english467_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english468_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english469_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english5_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english6_E_lowpass.wav,cond1
english_english313_E_lowpass.wav,english_english7_E_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english325_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english455_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english457_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english458_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english459_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english461_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english462_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english463_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english464_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english466_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english467_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english468_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english5_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english6_G_lowpass.wav,cond1
english_english313_G_lowpass.wav,english_english7_G_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english455_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english457_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english458_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english459_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english462_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english463_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english464_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english466_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english467_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english468_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english469_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english5_A_lowpass.wav,cond1
english_english325_A_lowpass.wav,english_english6_A_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english455_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english457_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english458_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english459_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english461_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english462_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english463_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english464_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english466_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english467_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english468_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english469_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english5_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english6_B_lowpass.wav,cond1
english_english325_B_lowpass.wav,english_english7_B_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english455_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english457_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english458_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english459_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english461_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english462_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english463_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english464_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english466_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english467_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english468_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english469_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english5_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english6_C_lowpass.wav,cond1
english_english325_C_lowpass.wav,english_english7_C_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english455_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english457_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english458_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english459_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english461_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english462_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english463_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english464_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english466_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english467_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english468_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english469_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english5_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english6_D_lowpass.wav,cond1
english_english325_D_lowpass.wav,english_english7_D_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english455_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english457_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english458_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english459_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english461_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english462_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english463_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english464_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english466_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english467_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english468_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english469_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english5_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english6_E_lowpass.wav,cond1
english_english325_E_lowpass.wav,english_english7_E_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english455_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english457_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english458_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english459_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english461_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english462_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english463_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english464_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english466_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english467_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english468_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english5_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english6_G_lowpass.wav,cond1
english_english325_G_lowpass.wav,english_english7_G_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english457_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english458_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english459_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english462_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english463_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english464_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english466_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english467_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english468_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english469_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english5_A_lowpass.wav,cond1
english_english455_A_lowpass.wav,english_english6_A_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english457_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english458_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english459_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english461_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english462_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english463_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english464_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english466_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english467_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english468_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english469_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english5_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english6_B_lowpass.wav,cond1
english_english455_B_lowpass.wav,english_english7_B_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english457_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english458_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english459_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english461_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english462_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english463_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english464_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english466_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english467_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english468_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english469_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english5_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english6_C_lowpass.wav,cond1
english_english455_C_lowpass.wav,english_english7_C_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english457_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english458_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english459_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english461_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english462_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english463_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english464_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english466_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english467_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english468_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english469_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english5_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english6_D_lowpass.wav,cond1
english_english455_D_lowpass.wav,english_english7_D_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english457_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english458_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english459_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english461_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english462_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english463_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english464_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english466_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english467_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english468_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english469_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english5_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english6_E_lowpass.wav,cond1
english_english455_E_lowpass.wav,english_english7_E_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english457_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english458_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english459_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english461_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english462_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english463_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english464_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english466_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english467_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english468_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english5_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english6_G_lowpass.wav,cond1
english_english455_G_lowpass.wav,english_english7_G_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english458_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english459_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english462_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english463_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english464_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english466_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english467_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english468_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english469_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english5_A_lowpass.wav,cond1
english_english457_A_lowpass.wav,english_english6_A_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english458_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english459_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english461_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english462_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english463_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english464_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english466_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english467_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english468_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english469_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english5_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english6_B_lowpass.wav,cond1
english_english457_B_lowpass.wav,english_english7_B_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english458_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english459_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english461_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english462_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english463_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english464_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english466_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english467_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english468_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english469_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english5_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english6_C_lowpass.wav,cond1
english_english457_C_lowpass.wav,english_english7_C_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english458_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english459_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english461_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english462_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english463_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english464_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english466_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english467_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english468_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english469_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english5_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english6_D_lowpass.wav,cond1
english_english457_D_lowpass.wav,english_english7_D_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english458_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english459_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english461_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english462_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english463_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english464_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english466_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english467_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english468_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english469_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english5_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english6_E_lowpass.wav,cond1
english_english457_E_lowpass.wav,english_english7_E_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english458_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english459_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english461_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english462_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english463_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english464_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english466_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english467_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english468_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english5_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english6_G_lowpass.wav,cond1
english_english457_G_lowpass.wav,english_english7_G_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english459_A_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english462_A_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english463_A_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english464_A_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english466_A_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english467_A_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english468_A_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english469_A_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english5_A_lowpass.wav,cond1
english_english458_A_lowpass.wav,english_english6_A_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english459_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english461_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english462_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english463_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english464_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english466_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english467_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english468_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english469_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english5_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english6_B_lowpass.wav,cond1
english_english458_B_lowpass.wav,english_english7_B_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english459_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english461_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english462_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english463_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english464_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english466_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english467_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english468_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english469_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english5_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english6_C_lowpass.wav,cond1
english_english458_C_lowpass.wav,english_english7_C_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english459_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english461_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english462_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english463_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english464_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english466_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english467_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english468_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english469_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english5_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english6_D_lowpass.wav,cond1
english_english458_D_lowpass.wav,english_english7_D_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english459_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english461_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english462_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english463_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english464_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english466_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english467_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english468_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english469_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english5_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english6_E_lowpass.wav,cond1
english_english458_E_lowpass.wav,english_english7_E_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english459_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english461_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english462_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english463_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english464_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english466_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english467_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english468_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english5_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english6_G_lowpass.wav,cond1
english_english458_G_lowpass.wav,english_english7_G_lowpass.wav,cond1
english_english459_A_lowpass.wav,english_english462_A_lowpass.wav,cond1
english_english459_A_lowpass.wav,english_english463_A_lowpass.wav,cond1
english_english459_A_lowpass.wav,english_english464_A_lowpass.wav,cond1
english_english459_A_lowpass.wav,english_english466_A_lowpass.wav,cond1
english_english459_A_lowpass.wav,english_english467_A_lowpass.wav,cond1
english_english459_A_lowpass.wav,english_english468_A_lowpass.wav,cond1
english_english459_A_lowpass.wav,english_english469_A_lowpass.wav,cond1
english_english459_A_lowpass.wav,english_english5_A_lowpass.wav,cond1
english_english459_A_lowpass.wav,english_english6_A_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english461_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english462_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english463_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english464_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english466_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english467_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english468_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english469_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english5_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english6_B_lowpass.wav,cond1
english_english459_B_lowpass.wav,english_english7_B_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english461_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english462_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english463_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english464_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english466_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english467_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english468_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english469_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english5_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english6_C_lowpass.wav,cond1
english_english459_C_lowpass.wav,english_english7_C_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english461_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english462_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english463_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english464_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english466_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english467_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english468_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english469_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english5_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english6_D_lowpass.wav,cond1
english_english459_D_lowpass.wav,english_english7_D_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english461_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english462_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english463_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english464_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english466_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english467_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english468_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english469_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english5_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english6_E_lowpass.wav,cond1
english_english459_E_lowpass.wav,english_english7_E_lowpass.wav,cond1
english_english459_G_lowpass.wav,english_english461_G_lowpass.wav,cond1
english_english459_G_lowpass.wav,english_english462_G_lowpass.wav,cond1
english_english459_G_lowpass.wav,english_english463_G_lowpass.wav,cond1
english_english459_G_lowpass.wav,english_english464_G_lowpass.wav,cond1
english_english459_G_lowpass.wav,english_english466_G_lowpass.wav,cond1
english_english459_G_lowpass.wav,english_english467_G_lowpass.wav,cond1
english_english459_G_lowpass.wav,english_english468_G_lowpass.wav,cond1
